556,234
555,221
555,221
555,221
555,223
555,223
555,223
555,223
555,223
555,223
555,223
555,223
555,223
582,318
536,294
536,310
559,296
531,296
545,324
570,276
553,214
550,214
550,214
550,214
553,208
553,208
553,208
553,208
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
553,209
554,212
554,212
554,212
554,212
554,212
554,212
554,212
554,212
554,212
554,212
554,212
554,212
554,212
554,212
554,212
554,212
554,212
554,212
554,212
554,212
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,213
554,215
554,215
558,247
555,301
539,300
552,312
543,298
542,296
559,298
559,293
557,354
348,338
355,335
346,328
339,325
342,333
342,333
347,331
347,331
347,335
348,335
348,335
348,335
348,337
348,337
348,337
356,339
346,348
348,341
349,341
346,329
347,337
347,337
347,337
347,337
347,334
438,356
576,329
529,310
570,318
586,259
552,205
552,205
546,201
549,205
549,205
549,205
549,205
549,205
549,205
549,205
549,205
549,205
549,205
549,205
549,205
549,205
549,205
549,205
549,205
549,205
549,205
549,205
549,205
