300,246
302,241
302,241
293,227
236,308
263,278
274,279
267,293
256,326
259,336
260,253
305,220
289,203
295,204
295,204
292,212
290,209
294,205
297,208
297,208
296,211
296,211
289,206
297,205
298,197
301,207
283,204
286,205
286,205
286,205
289,206
289,206
285,206
283,208
282,203
282,203
282,203
282,203
282,203
282,203
279,203
282,203
279,203
282,203
279,203
282,203
279,203
279,203
278,203
278,203
278,203
278,203
285,208
285,208
285,208
285,208
285,208
285,208
285,210
285,210
285,210
285,210
285,210
285,210
284,212
283,213
288,210
288,210
287,211
287,211
287,211
304,291
307,275
318,265
318,265
332,258
324,260
323,262
323,262
323,262
323,262
323,262
323,262
323,262
323,262
323,262
323,262
325,265
325,265
325,265
325,265
325,265
325,265
325,265
325,265
325,266
325,266
325,266
315,270
323,264
323,264
323,264
323,263
323,263
323,263
323,263
323,263
323,263
323,263
323,263
323,263
323,263
323,263
323,263
323,263
323,263
323,263
323,263
323,263
323,263
323,263
323,263
326,256
326,256
326,256
326,256
326,256
326,256
326,256
326,256
326,256
326,256
326,256
326,256
322,260
322,260
322,260
322,260
322,260
322,260
322,260
322,260
322,260
322,260
322,260
322,260
321,261
321,261
321,261
321,261
321,261
301,343
294,317
299,303
299,303
306,308
306,308
301,319
295,334
289,344
290,329
290,329
320,260
321,256
338,258
329,260
330,256
329,262
329,262
329,262
329,262
