0,0
0,0
249,321
323,183
191,312
222,270
238,252
222,267
199,304
201,290
216,210
278,168
265,178
265,177
258,174
258,174
259,172
257,176
257,176
257,176
257,175
245,188
20,110
48,152
186,345
229,317
249,285
236,277
231,276
245,283
320,353
287,350
0,0
250,201
310,118
283,277
224,270
214,270
214,270
218,272
218,272
218,272
239,271
251,282
251,288
251,288
254,289
253,304
249,282
279,223
223,239
96,277
22,332
0,0
0,0
0,0
78,247
102,243
102,243
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
283,210
284,206
274,276
291,254
301,257
241,290
0,0
0,0
261,305
278,287
279,287
279,287
279,287
278,301
285,307
267,351
0,0
0,0
0,0
0,0
0,0
263,311
263,314
258,315
260,295
263,320
263,342
269,332
266,316
271,316
265,306
0,0
0,0
190,228
166,191
134,217
180,318
0,0
183,328
181,322
177,329
188,323
204,326
212,323
204,339
202,327
216,323
221,321
227,327
231,319
243,318
252,314
250,314
242,313
242,313
242,313
242,313
246,313
251,316
251,316
251,318
251,318
241,321
239,322
239,322
245,327
255,323
255,323
255,323
258,324
258,326
258,326
200,327
171,326
155,321
147,316
144,315
159,313
167,313
196,306
229,352
222,333
204,312
177,309
180,353
182,325
192,354
179,336
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
230,313
