391,306
392,302
381,304
389,306
389,306
389,306
393,236
393,236
394,237
394,237
394,237
397,237
397,237
397,237
397,237
397,237
397,237
397,236
393,232
392,232
392,232
392,232
392,232
392,232
392,232
392,232
413,259
401,352
375,329
363,335
356,341
338,352
342,348
428,347
426,342
400,337
312,317
300,317
310,318
330,333
335,331
336,331
317,338
312,343
312,343
303,343
303,343
308,341
411,355
443,352
449,353
0,0
0,0
0,0
0,0
0,0
334,354
197,257
172,217
0,0
0,0
455,348
466,348
471,336
471,334
471,334
471,334
471,335
471,335
463,342
353,254
344,212
350,206
368,200
366,202
366,202
366,202
366,202
366,202
366,202
366,202
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,198
364,200
364,200
365,201
365,202
365,200
364,197
364,197
364,197
364,197
364,197
364,197
364,197
364,197
364,197
364,197
364,197
364,197
364,197
364,197
364,197
364,197
364,197
364,197
364,197
364,197
364,197
364,197
364,197
364,197
364,197
