0,0
0,0
0,0
303,350
0,0
377,296
393,278
358,297
336,327
348,341
0,0
630,340
0,0
0,0
579,330
570,348
596,331
559,325
0,0
601,309
606,246
0,0
0,0
0,0
0,0
415,297
451,268
0,0
435,320
405,339
389,337
362,349
383,345
452,353
433,327
396,321
377,308
374,299
374,298
377,300
377,301
377,308
333,320
326,330
319,325
319,325
316,327
320,326
0,0
0,0
0,0
0,0
172,90
174,41
0,0
0,0
0,0
234,269
208,219
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
482,351
507,345
0,0
373,329
333,299
371,261
395,280
0,0
0,0
348,283
335,286
330,286
358,333
341,323
334,316
337,316
338,344
0,0
0,0
0,0
0,0
0,0
352,324
347,320
353,315
349,321
343,315
332,319
325,324
339,330
323,335
349,261
344,260
351,281
0,0
0,0
174,308
0,0
629,297
587,306
586,334
566,315
573,320
573,315
581,319
590,313
594,314
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
608,346
553,322
0,0
613,278
602,219
406,287
353,251
348,337
339,309
342,273
339,270
317,272
333,267
326,270
315,294
310,333
317,342
0,0
351,279
351,292
0,0
0,0
0,0
0,0
0,0
0,0
614,303
